RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
8382033,P202952825,10/21/2020 03:25:00 PM,High,SW,SHOOTING,900 POPLAR GROVE ST,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"900 POPLAR GROVE ST
BALTIMORE, MD
(39.298174, -76.665121)"
8382080,P202952823,10/21/2020 03:24:00 PM,High,SW,SHOOTING,900 BLK POPLAR GROVE ST,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"900 BLK POPLAR GROVE ST
BALTIMORE, MD
(39.298174, -76.665121)"
8366313,P202920500,10/18/2020 01:54:00 AM,High,CD,SHOOTING,400 GOLD ST,21217,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,,"400 GOLD ST
BALTIMORE, MD
(39.309498, -76.636708)"
8370575,P202930388,10/19/2020 01:38:00 AM,High,SW,SHOOTING,4400 EDMONDSON AV,21229,Rognel Heights,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"4400 EDMONDSON AV
BALTIMORE, MD
(39.293485, -76.691893)"
8382102,P202952918,10/21/2020 03:39:00 PM,High,SW,SHOOTING,2900 W LAFAYETTE AV,21216,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"2900 W LAFAYETTE AV
BALTIMORE, MD
(39.298004, -76.666106)"
8382057,P202952847,10/21/2020 03:24:00 PM,High,SW,SHOOTING,800 BLK POPLAR GROVE ST,21216,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,,"800 BLK POPLAR GROVE ST
BALTIMORE, MD
(39.297608, -76.665091)"
8382059,P202952844,10/21/2020 03:24:00 PM,High,SW,SHOOTING,W LAFAYETTE AV/POPLAR GROVE ST,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"W LAFAYETTE AV
BALTIMORE, MD"
8384242,P202960201,10/22/2020 12:34:00 AM,High,CD,SHOOTING,N PACA ST/W FRANKLIN ST,21201,Seton Hill,Central,143,11,D7,Downtown/Seton Hill,Census Tract 401,,"N W PACA ST
BALTIMORE, MD"
8383837,P202960215,10/22/2020 12:36:00 AM,High,CD,SHOOTING,500 BLK W FRANKLIN ST,21201,Seton Hill,Central,143,11,D7,Downtown/Seton Hill,Census Tract 401,,"500 BLK W FRANKLIN ST
BALTIMORE, MD
(39.294814, -76.623029)"
8382058,P202952829,10/21/2020 03:23:00 PM,High,SW,SHOOTING,POPLAR GROVE ST/W LAFAYETTE AV,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"W POPLAR GROVE ST
BALTIMORE, MD"
8379470,P202944981,10/20/2020 11:53:00 PM,High,ED,SHOOTING,1500 N WOLFE ST,21213,Broadway East,Eastern,331,12,D5,Greenmount East,Census Tract 807,Eastern1,"1500 N WOLFE ST
BALTIMORE, MD
(39.307725, -76.591458)"
8371514,P202931427,10/19/2020 08:04:00 AM,High,ND,SHOOTING,2400 W BELVEDERE AV,21215,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
8383176,P202953951,10/21/2020 07:23:00 PM,High,CD,SHOOTING,0 S GREENE ST,21201,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"0 S GREENE ST
BALTIMORE, MD"
8369870,P202924532,10/18/2020 10:36:00 PM,High,NW,SHOOTING,3700 W FOREST PARK AV,21216,Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1508,,"3700 W FOREST PARK AV
BALTIMORE, MD
(39.325461, -76.679554)"
8382149,P202952840,10/21/2020 03:24:00 PM,High,SW,SHOOTING,POPLAR GROVE ST/PROSPECT ST,21216,Mosher,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"POPLAR GROVE ST
BALTIMORE, MD"
8383866,P202960198,10/22/2020 12:34:00 AM,High,CD,SHOOTING,500 W FRANKLIN ST,21201,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"500 W FRANKLIN ST
BALTIMORE, MD
(39.294814, -76.623029)"
8364548,P202913196,10/17/2020 04:23:00 PM,High,NW,SHOOTING,CUTHBERT AV/W BELVEDERE AV,21215,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,"W CUTHBERT AV
BALTIMORE, MD"
8383883,P202960196,10/22/2020 12:33:00 AM,High,CD,SHOOTING,500 W FRANKLIN ST,21201,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,,"500 W FRANKLIN ST
BALTIMORE, MD
(39.294814, -76.623029)"
8383914,P202960208,10/22/2020 12:31:00 AM,High,CD,SHOOTING,PARK AV/W FRANKLIN ST,21201,Mount Vernon,Central,142,11,D7,Midtown,Census Tract 401,,"W PARK AV
BALTIMORE, MD"
8366224,P202920587,10/18/2020 02:11:00 AM,High,CD,SHOOTING,MCCULLOH ST/GOLD ST,21217,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,,"MCCULLOH ST
BALTIMORE, MD"
8377543,P202942952,10/20/2020 03:06:00 PM,High,WD,SHOOTING,1400 MOSHER ST,21217,Sandtown-Winchester,Western,743,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,"1400 MOSHER ST
BALTIMORE, MD
(39.300063, -76.640314)"
8364530,P202913184,10/17/2020 04:22:00 PM,High,NW,SHOOTING,5200 BLK CUTHBERT AV,21215,Arlington,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,"5200 BLK CUTHBERT AV
BALTIMORE, MD
(39.346646, -76.680824)"
8382121,P202952826,10/21/2020 03:24:00 PM,High,SW,SHOOTING,POPLAR GROVE ST/W LAFAYETTE AV,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"W POPLAR GROVE ST
BALTIMORE, MD"
8383879,P202960213,10/22/2020 12:33:00 AM,High,CD,SHOOTING,N PACA ST/W FRANKLIN ST,21201,Seton Hill,Central,143,11,D7,Downtown/Seton Hill,Census Tract 401,,"N W PACA ST
BALTIMORE, MD"
8384272,P202960343,10/22/2020 01:05:00 AM,High,CD,SHOOTING,300 SAINT PAUL PL,21202,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,"300 SAINT PAUL PL
BALTIMORE, MD
(39.292577, -76.614356)"
8382167,P202952842,10/21/2020 03:24:00 PM,High,SW,SHOOTING,W LAFAYETTE AV/POPLAR GROVE ST,21216,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,,"W LAFAYETTE AV
BALTIMORE, MD"
8383831,P202960209,10/22/2020 12:35:00 AM,High,CD,SHOOTING,500 W FRANKLIN ST,21201,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,,"500 W FRANKLIN ST
BALTIMORE, MD
(39.294814, -76.623029)"
8356455,P202894940,10/15/2020 10:13:00 PM,High,CD,SHOOTING,2900 WESTWOOD AV,21216,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,,"2900 WESTWOOD AV
BALTIMORE, MD
(39.308129, -76.666241)"
8347871,P202880262,10/14/2020 01:37:00 AM,High,ED,SHOOTING,600,21287,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,
8341402,P202862415,10/12/2020 03:16:00 PM,High,ED,SHOOTING,1600 E EAGER ST,21205,Gay Street,Eastern,313,12,D5,Oldtown/Middle East,Census Tract 808,,"1600 E EAGER ST
BALTIMORE, MD
(39.301774, -76.596416)"
8335351,P202844367,10/10/2020 11:34:00 PM,High,ED,SHOOTING,H0,21287,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,
8334817,P202843820,10/10/2020 08:40:00 PM,High,ND,SHOOTING,H0,21218,Charles Village,Northern,512,14,D2,Greater Charles Village/Barclay,Census Tract 1202.02,,
8332967,P202841893,10/10/2020 11:36:00 AM,High,NW,SHOOTING,PARK HEIGHTS AV/SPAULDING AV,21215,Central Park Heights,Northwestern,614,6,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"PARK HEIGHTS AV
BALTIMORE, MD"
8331436,P202840653,10/10/2020 02:45:00 AM,High,ED,SHOOTING,E MONUMENT ST/STIRLING ST,21202,Oldtown,Eastern,312,12,D7,Oldtown/Middle East,Census Tract 2805,,"E MONUMENT ST
BALTIMORE, MD"
8337155,P202851826,10/11/2020 11:57:00 AM,High,WD,SHOOTING,600 BLK CUMBERLAND ST,21217,Sandtown-Winchester,Central,131,7,D9,Upton/Druid Heights,Census Tract 1501,Western,"600 BLK CUMBERLAND ST
BALTIMORE, MD
(39.308995, -76.642089)"
8356072,P202894463,10/15/2020 08:07:00 PM,High,ND,SHOOTING,2400 W BELVEDERE AV,21215,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
8324149,P202821668,10/08/2020 10:32:00 AM,High,SE,SHOOTING,E FAYETTE ST/N CENTRAL AV,21202,Dunbar-Broadway,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 2805,,"E N FAYETTE ST
BALTIMORE, MD"
8324178,P202821678,10/08/2020 10:35:00 AM,High,SE,SHOOTING,1200 E FAYETTE ST,21202,Pleasant View Gardens,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,,"1200 E FAYETTE ST
BALTIMORE, MD
(39.292484, -76.600008)"
8356437,P202894904,10/15/2020 09:57:00 PM,High,SW,SHOOTING,1700 BLK POPLAR GROVE ST,21216,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,,"1700 BLK POPLAR GROVE ST
BALTIMORE, MD
(39.307336, -76.665676)"
8330408,P202832657,10/09/2020 02:23:00 PM,High,ED,SHOOTING,800 N MILTON AV,21205,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,"800 N MILTON AV
BALTIMORE, MD
(39.300218, -76.582602)"
8356415,P202894918,10/15/2020 09:57:00 PM,High,SW,SHOOTING,1700 POPLAR GROVE ST,21216,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,,"1700 POPLAR GROVE ST
BALTIMORE, MD
(39.307336, -76.665676)"
8356399,P202894952,10/15/2020 10:12:00 PM,High,ND,SHOOTING,2400 W BELVEDERE AV,21215,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"2400 W BELVEDERE AV
BALTIMORE, MD
(39.354767, -76.662273)"
8341399,P202862424,10/12/2020 03:17:00 PM,High,ED,SHOOTING,900 BLK N BROADWAY,21205,Middle East,Eastern,321,12,D5,Oldtown/Middle East,Census Tract 704,,"900 BLK N
BROADWAY BALTIMORE, MD
(39.299794, -76.615812)"
8347405,P202874491,10/13/2020 10:39:00 PM,High,SE,SHOOTING,600-BLK N ELLWOOD AV,21205,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,,"600 BLK N ELLWOOD AV
BALTIMORE, MD
(39.298411, -76.573755)"
8329534,P202832660,10/09/2020 02:23:00 PM,High,ED,SHOOTING,N MILTON AV/ASHLAND AV,21205,Milton-Montford,Eastern,323,13,D5,Madison/East End,Census Tract 702,Eastern2,"N MILTON AV
BALTIMORE, MD"
8325693,P202823463,10/08/2020 07:03:00 PM,High,NE,SHOOTING,4300 BREHMS LN,21206,Parkside,Northeastern,442,2,D4,Cedonia/Frankford,Census Tract 2602.02,Northeastern,"4300 BREHMS LN
BALTIMORE, MD
(39.324903, -76.560039)"
8325681,P202823487,10/08/2020 07:06:00 PM,High,NE,SHOOTING,BREHMS LN/BOWLEYS LN,21206,Frankford,Northeastern,443,2,D6,Cedonia/Frankford,Census Tract 2602.02,Northeastern,"BREHMS LN
BALTIMORE, MD"
8347387,P202874492,10/13/2020 10:39:00 PM,High,SE,SHOOTING,600 N ELLWOOD AV,21205,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,,"600 N ELLWOOD AV
BALTIMORE, MD
(39.298411, -76.573755)"
8345898,P202872791,10/13/2020 03:18:00 PM,High,WD,SHOOTING,300 BLK N CARROLLTON AV,21223,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1802,,"300 BLK N CARROLLTON AV
BALTIMORE, MD
(39.292449, -76.636944)"
8339597,P202860381,10/12/2020 01:40:00 AM,High,ED,SHOOTING,800 ABBOTT CT,21202,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,,"800 ABBOTT CT
BALTIMORE, MD
(39.301115, -76.60627)"
8324199,P202821690,10/08/2020 10:38:00 AM,High,SE,SHOOTING,E FAYETTE ST/N CENTRAL AV,21202,Dunbar-Broadway,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 2805,,"E N FAYETTE ST
BALTIMORE, MD"
8329269,P202840641,10/10/2020 02:40:00 AM,High,ED,SHOOTING,1400 N CAROLINE ST,21213,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 807,,"1400 N CAROLINE ST
BALTIMORE, MD
(39.306835, -76.598138)"
8356352,P202894908,10/15/2020 09:58:00 PM,High,SW,SHOOTING,POPLAR GROVE ST/PRESBURY ST,21216,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,,"POPLAR GROVE ST
BALTIMORE, MD"
8326341,P202823963,10/08/2020 09:20:00 PM,High,NW,SHOOTING,4300 REISTERSTOWN RD,21215,Towanda-Grantley,Northwestern,613,6,D1,Southern Park Heights,Census Tract 1513,,"4300 REISTERSTOWN RD
BALTIMORE, MD
(39.33771, -76.666988)"
8337960,P202852768,10/11/2020 05:28:00 PM,High,ED,SHOOTING,E PRESTON ST/WILCOX ST,21202,Johnston Square,Eastern,311,12,D5,Greenmount East,Census Tract 1001,,"E PRESTON ST
BALTIMORE, MD"
8343012,P202864075,10/12/2020 11:04:00 PM,High,SE,SHOOTING,1100 BLK STEELTON AV,21224,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2606.04,,"1100 BLK STEELTON AV
BALTIMORE, MD
(39.281317, -76.536333)"
8341973,P202862965,10/12/2020 05:29:00 PM,High,SW,SHOOTING,GREENMOUNT AV/E 0TH ST,21218,Barclay,Eastern,341,12,D5,Greater Charles Village/Barclay,Census Tract 908,,"E GREENMOUNT AV
BALTIMORE, MD"
8324337,P202821765,10/08/2020 11:06:00 AM,High,SW,SHOOTING,200 N CALVERTON RD,21223,Penrose/Fayette Street Outreach,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2002,,"200 N CALVERTON RD
BALTIMORE, MD
(39.290899, -76.658435)"
8342979,P202864078,10/12/2020 11:05:00 PM,High,SE,SHOOTING,1100 BLK STEELTON AV,21224,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2606.04,,"1100 BLK STEELTON AV
BALTIMORE, MD
(39.281317, -76.536333)"
8347516,P202874717,10/13/2020 11:58:00 PM,High,ND,SHOOTING,200 PEDS,21215,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"200 PEDS
BALTIMORE, MD"
8331700,P202840581,10/10/2020 02:24:00 AM,High,NE,SHOOTING,7000 BLK MCCLEAN BL,21234,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,,"7000 BLK
MCCLEAN BL BALTIMORE, MD"
8328780,P202834548,10/09/2020 11:08:00 PM,High,NW,SHOOTING,5300 REISTERSTOWN RD,21215,Woodmere,Northwestern,623,5,D1,Glen-Fallstaff,Census Tract 2801.01,Northwestern,"5300 REISTERSTOWN RD
BALTIMORE, MD
(39.345059, -76.686552)"
8356452,P202894929,10/15/2020 10:05:00 PM,High,ND,SHOOTING,200 PEDS,21215,Levindale,Northern,532,6,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"200 PEDS
BALTIMORE, MD"
8345614,P202872702,10/13/2020 02:45:00 PM,High,SD,SHOOTING,2400 SEAMON AV,21225,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.07,,"2400 SEAMON AV
BALTIMORE, MD
(39.253229, -76.624389)"
8342978,P202864067,10/12/2020 11:04:00 PM,High,SE,SHOOTING,6500 O DONNELL ST,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.04,,"6500 O DONNELL ST
BALTIMORE, MD
(39.281679, -76.536791)"
8324225,P202821669,10/08/2020 10:32:00 AM,High,SE,SHOOTING,E FAYETTE ST/N CENTRAL AV,21202,Dunbar-Broadway,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 2805,,"E N FAYETTE ST
BALTIMORE, MD"
8328793,P202834552,10/09/2020 11:09:00 PM,High,NW,SHOOTING,REISTERSTOWN RD/LEWISTON AV,21215,Woodmere,Northwestern,623,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2801.01,Northwestern,"REISTERSTOWN RD
BALTIMORE, MD"
8352579,P202890995,10/15/2020 04:52:00 AM,High,NE,SHOOTING,MORGAN STATE UNIVERSITY,21251,Morgan State University,Northeastern,421,3,D4,Northwood,Census Tract 2709.02,,"MORGAN STATE UNIVERSITY BALTIMORE, MD
(38.345299, -76.971397)"
8328658,P202840573,10/10/2020 02:23:00 AM,High,NE,SHOOTING,PERRING MANOR RD/MCCLEAN BL,21234,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,,"PERRING MANOR RD
BL BALTIMORE, MD"
8356362,P202894909,10/15/2020 09:58:00 PM,High,SW,SHOOTING,1600 POPLAR GROVE ST,21216,Northwest Community Action,Southwestern,813,7,D9,Greater Rosemont,Census Tract 1506,,"1600 POPLAR GROVE ST
BALTIMORE, MD
(39.306086, -76.665596)"
8356662,P202900121,10/16/2020 12:29:00 AM,High,SW,SHOOTING,1600 N HILTON ST,21216,Rosemont,Southwestern,813,9,D9,Greater Rosemont,Census Tract 1607,,"1600 N HILTON ST
BALTIMORE, MD
(39.30608, -76.672131)"
8337883,P202852685,10/11/2020 05:10:00 PM,High,ND,SHOOTING,4600 LANIER AV,21215,Cylburn,Northern,532,6,D2,Southern Park Heights,Census Tract 2716,,"4600 LANIER AV
BALTIMORE, MD
(39.344251, -76.661912)"
8326582,P202830245,10/09/2020 12:40:00 AM,High,NW,SHOOTING,6300 GREENSPRING AV,21209,Cheswolde,Northwestern,632,5,D1,Cross-Country/Cheswolde,Census Tract 2720.04,,"6300 GREENSPRING AV
BALTIMORE, MD
(39.369576, -76.681309)"
8342963,P202864065,10/12/2020 11:03:00 PM,High,SE,SHOOTING,BOSTON ST/STEELTON AV,21224,O'Donnell Heights,Southeastern,243,1,D6,Southeastern,Census Tract 2606.04,,"BOSTON ST
BALTIMORE, MD"
8328588,P202840571,10/10/2020 02:21:00 AM,High,NE,SHOOTING,2300 PERRING MANOR RD,21234,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.01,,"2300 PERRING MANOR RD
BALTIMORE, MD
(39.370383, -76.567106)"
8337469,P202852228,10/11/2020 03:04:00 PM,High,SE,SHOOTING,ALBEMARLE ST/E LOMBARD ST,21202,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,,"E ALBEMARLE ST
BALTIMORE, MD"
8324137,P202821680,10/08/2020 10:33:00 AM,High,SE,SHOOTING,E FAYETTE ST/N CENTRAL AV,21202,Dunbar-Broadway,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 2805,,"E N FAYETTE ST
BALTIMORE, MD"
8342970,P202864072,10/12/2020 11:04:00 PM,High,SE,SHOOTING,1100 BLK STEELTON AV,21224,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2606.04,,"1100 BLK STEELTON AV
BALTIMORE, MD
(39.281317, -76.536333)"
8335789,P202850357,10/11/2020 01:19:00 AM,High,ED,SHOOTING,JOHNS HOPKINS ER,21287,Dunbar-Broadway,Eastern,321,13,D5,Oldtown/Middle East,Census Tract 604,,"JOHNS HOPKINS ER BALTIMORE, MD
(39.541065, -77.228931)"
