RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
8328328,P202832514,10/09/2020 01:24:00 PM,Low,SD,PROSTITUTION,3800 BLK 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"3800 BLK 4TH ST
BALTIMORE, MD
(39.234672, -76.606712)"
8323006,P202820511,10/08/2020 01:56:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8320637,P202812534,10/07/2020 03:13:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8323209,P202820528,10/08/2020 02:03:00 AM,Low,ND,PROSTITUTION,N CALVERT ST/E 0RD ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"N E CALVERT ST
BALTIMORE, MD"
8307814,P202782197,10/04/2020 01:53:00 PM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
8308507,P202782945,10/04/2020 05:40:00 PM,Low,SD,PROSTITUTION,400 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 BLK E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
8316253,P202802580,10/06/2020 01:41:00 PM,Low,SD,PROSTITUTION,3800 BLK 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"3800 BLK 4TH ST
BALTIMORE, MD
(39.234672, -76.606712)"
8315899,P202802301,10/06/2020 12:23:00 PM,Low,SD,PROSTITUTION,400 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 BLK E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
8317666,P202804113,10/06/2020 08:15:00 PM,Low,ND,PROSTITUTION,E 0RD ST/ST PAUL ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E 0RD ST
BALTIMORE, MD"
8321742,P202813756,10/07/2020 07:48:00 PM,Low,SD,PROSTITUTION,WASHBURN AV/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"WASHBURN AV
BALTIMORE, MD"
8305242,P202773984,10/03/2020 09:06:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8323035,P202820469,10/08/2020 01:46:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8319226,P202811008,10/07/2020 06:56:00 AM,Low,SD,PROSTITUTION,4000 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"4000 4TH ST
BALTIMORE, MD"
8322601,P202820252,10/08/2020 12:45:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8320569,P202812461,10/07/2020 02:44:00 PM,Low,SD,PROSTITUTION,0TH ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"E 0TH ST
BALTIMORE, MD"
8315739,P202801943,10/06/2020 10:32:00 AM,Low,SD,PROSTITUTION,3800 BLK 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"3800 BLK 4TH ST
BALTIMORE, MD
(39.234672, -76.606712)"
8317055,P202803486,10/06/2020 05:42:00 PM,Low,SE,PROSTITUTION,S BROADWAY/EASTERN AV,21231,Fells Point,Southeastern,213,1,D6,Fells Point,Census Tract 203,,"S BROADWAY
BALTIMORE, MD"
8308570,P202782929,10/04/2020 05:38:00 PM,Low,SD,PROSTITUTION,0TH ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"E 0TH ST
BALTIMORE, MD"
8320787,P202812673,10/07/2020 03:48:00 PM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
8317195,P202803642,10/06/2020 06:34:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8296264,P202753526,10/01/2020 05:58:00 PM,Low,SE,PROSTITUTION,3500 E FAIRMOUNT AV,21224,Baltimore Highlands,Southeastern,223,1,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"3500 E FAIRMOUNT AV
BALTIMORE, MD
(39.293612, -76.568546)"
8293079,P202750127,10/01/2020 12:31:00 AM,Low,ED,PROSTITUTION,600 BLK ST ANNS AV,21218,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,,"600 BLK ST ANNS AV
BALTIMORE, MD
(39.318194, -76.606664)"
8291231,P202742443,09/30/2020 03:25:00 PM,Low,SD,PROSTITUTION,2700 W PATAPSCO AV,21230,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2700 W PATAPSCO AV
BALTIMORE, MD
(39.254825, -76.656853)"
8292671,P202744036,09/30/2020 10:11:00 PM,Low,SE,PROSTITUTION,S CONKLING ST/E PRATT ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"S E CONKLING ST
BALTIMORE, MD"
8287160,P202732252,09/29/2020 02:31:00 PM,Low,SE,PROSTITUTION,1200 DUNDALK AV,21222,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"1200 DUNDALK AV
BALTIMORE, MD
(39.279912, -76.534666)"
8286059,P202731200,09/29/2020 09:42:00 AM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8283479,P202722540,09/28/2020 03:55:00 PM,Low,SE,PROSTITUTION,E PRATT ST/S CONKLING ST,21224,Baltimore Highlands,Southeastern,223,1,D6,Highlandtown,Census Tract 2608,,"E S PRATT ST
BALTIMORE, MD"
8273889,P202694474,09/25/2020 11:55:00 PM,Low,SD,PROSTITUTION,0ND ST/PONTIAC AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"0ND ST
BALTIMORE, MD"
8279009,P202711175,09/27/2020 09:31:00 AM,Low,ED,PROSTITUTION,2200 HOMEWOOD AV,21218,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,,"2200 HOMEWOOD AV
BALTIMORE, MD
(39.315173, -76.607207)"
8271354,P202691709,09/25/2020 11:06:00 AM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
8281822,P202720718,09/28/2020 03:52:00 AM,Low,NW,PROSTITUTION,2700 BLK GARRISON BL,21216,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"2700 BLK
GARRISON BL BALTIMORE, MD"
8268766,P202683286,09/24/2020 05:39:00 PM,Low,SD,PROSTITUTION,0TH ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0TH ST
BALTIMORE, MD"
8264134,P202673214,09/23/2020 05:31:00 PM,Low,SD,PROSTITUTION,400 E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
8264147,P202673199,09/23/2020 05:27:00 PM,Low,SD,PROSTITUTION,400 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 BLK E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
8269684,P202690094,09/25/2020 12:23:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8262887,P202671845,09/23/2020 11:43:00 AM,Low,SD,PROSTITUTION,300 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"300 BLK E JEFFREY ST
BALTIMORE, MD
(39.234658, -76.608603)"
8263758,P202672618,09/23/2020 03:16:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8258020,P202661053,09/22/2020 05:32:00 AM,Low,NW,PROSTITUTION,4000 OAKFORD AV,21215,Dolfield,Northwestern,642,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4000 OAKFORD AV
BALTIMORE, MD
(39.335821, -76.685215)"
8253156,P202650213,09/21/2020 01:08:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8248304,P202633307,09/19/2020 07:05:00 PM,Low,NW,PROSTITUTION,2700 BLK GARRISON BL,21216,Garwyn Oaks,Northwestern,641,6,D9,Forest Park/Walbrook,Census Tract 1508,,"2700 BLK
GARRISON BL BALTIMORE, MD"
8247331,P202632270,09/19/2020 01:46:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8247269,P202632266,09/19/2020 01:44:00 PM,Low,SD,PROSTITUTION,3800 BLK 4TH AV,21226,Fairfield Area,Southern,912,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2506,,"3800 BLK 4TH AV
BALTIMORE, MD
(39.353813, -76.691874)"
8238854,P202612539,09/17/2020 01:47:00 PM,Low,SD,PROSTITUTION,300 S GILMOR ST,21223,New Southwest/Mount Clare,Southern,935,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,"300 S GILMOR ST
BALTIMORE, MD
(39.284298, -76.642134)"
8236961,P202610598,09/17/2020 02:59:00 AM,Low,NW,PROSTITUTION,4000 PENHURST AV,21215,West Arlington,Northwestern,621,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4000 PENHURST AV
BALTIMORE, MD
(39.33868, -76.684723)"
8239069,P202612784,09/17/2020 03:07:00 PM,Low,SE,PROSTITUTION,GRACELAND AV/BETHLEHEM AV,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
8243739,P202623169,09/18/2020 04:56:00 PM,Low,SD,PROSTITUTION,WASHBURN AV/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"WASHBURN AV
BALTIMORE, MD"
8242277,P202621558,09/18/2020 09:49:00 AM,Low,SD,PROSTITUTION,2500 HARRIET AV,21230,Lakeland,Southern,923,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2500 HARRIET AV
BALTIMORE, MD"
8241606,P202620793,09/18/2020 04:11:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8235106,P202603266,09/16/2020 05:28:00 PM,Low,SD,PROSTITUTION,3900 BLK 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"3900 BLK 4TH ST
BALTIMORE, MD
(39.234014, -76.607039)"
8241478,P202620762,09/18/2020 03:55:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8234223,P202602334,09/16/2020 01:21:00 PM,Low,NW,PROSTITUTION,4400 GARRISON BL,21215,Dolfield,Northwestern,642,6,D1,Dorchester/Ashburton,Census Tract 1510,,"4400 GARRISON
BL BALTIMORE, MD
(39.336899, -76.684738)"
8235811,P202604055,09/16/2020 08:55:00 PM,Low,SD,PROSTITUTION,0TH ST/E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"E 0TH ST
BALTIMORE, MD"
8243642,P202623182,09/18/2020 04:59:00 PM,Low,SD,PROSTITUTION,3800 4TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"3800 4TH ST
BALTIMORE, MD
(39.234672, -76.606712)"
8215022,P202552823,09/11/2020 04:08:00 PM,Low,SD,PROSTITUTION,300 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"300 BLK E JEFFREY ST
BALTIMORE, MD
(39.234658, -76.608603)"
8211778,P202543392,09/10/2020 07:21:00 PM,Low,NW,PROSTITUTION,GARRISON BL/CALLAWAY AV,21216,Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1508,,"GARRISON BL
BALTIMORE, MD"
8215439,P202553252,09/11/2020 06:03:00 PM,Low,SD,PROSTITUTION,200 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"200 BLK E JEFFREY ST
BALTIMORE, MD
(39.234981, -76.60964)"
8218189,P202561879,09/12/2020 12:15:00 PM,Low,SD,PROSTITUTION,WASHBURN AV/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"WASHBURN AV
BALTIMORE, MD"
8214699,P202552553,09/11/2020 03:05:00 PM,Low,SD,PROSTITUTION,400 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"400 BLK E JEFFREY ST
BALTIMORE, MD
(39.234159, -76.60697)"
8213350,P202551168,09/11/2020 08:32:00 AM,Low,SE,PROSTITUTION,GRACELAND AV/OGDEN ST,21224,Graceland Park,Southeastern,243,1,D6,Southeastern,Census Tract 2606.05,,"GRACELAND AV
BALTIMORE, MD"
8218599,P202562340,09/12/2020 02:46:00 PM,Low,SD,PROSTITUTION,0TH ST/WASHBURN AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"0TH ST
BALTIMORE, MD"
8214989,P202552850,09/11/2020 04:15:00 PM,Low,SD,PROSTITUTION,300 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"300 BLK E JEFFREY ST
BALTIMORE, MD
(39.234658, -76.608603)"
8217175,P202560751,09/12/2020 05:05:00 AM,Low,ND,PROSTITUTION,E 0RD ST/N CALVERT ST,21218,Barclay,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1204,,"E N 0RD ST
BALTIMORE, MD"
8215653,P202553645,09/11/2020 07:54:00 PM,Low,SD,PROSTITUTION,300 BLK E JEFFREY ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"300 BLK E JEFFREY ST
BALTIMORE, MD
(39.234658, -76.608603)"
8210082,P202541679,09/10/2020 11:13:00 AM,Low,SE,PROSTITUTION,6600 BUSHEY ST,21224,Graceland Park,Southeastern,243,1,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,"6600 BUSHEY ST
BALTIMORE, MD
(39.282583, -76.535883)"
8211050,P202542684,09/10/2020 04:01:00 PM,Low,SD,PROSTITUTION,WASHBURN AV/0TH ST,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,Brooklyn,"WASHBURN AV
BALTIMORE, MD"
