RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location
8098958,P202252133,08/12/2020 02:22:00 PM,Low,SE,GAMBLING,100 N ELLWOOD AV,21224,Patterson Park Neighborhood,Southeastern,222,1,D5,Patterson Park North & East,Census Tract 601,,"100 N ELLWOOD AV
BALTIMORE, MD
(39.293578, -76.573408)"
8088874,P202222759,08/09/2020 05:23:00 PM,Low,SE,GAMBLING,500 N CURLEY ST,21205,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,,"500 N CURLEY ST
BALTIMORE, MD
(39.29707, -76.575794)"
8081682,P202204195,08/07/2020 09:12:00 PM,Low,ND,GAMBLING,700 MCKEWIN AV,21218,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"700 MCKEWIN AV
BALTIMORE, MD
(39.332812, -76.605521)"
8081499,P202203992,08/07/2020 08:13:00 PM,Low,NW,GAMBLING,3200 BLK CHELSEA TE,21216,Concerned Citizens Of Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1509,,"3200 BLK
CHELSEA TE BALTIMORE, MD"
8072448,P202182132,08/05/2020 01:42:00 PM,Low,SD,GAMBLING,900 REINHARDT ST,21230,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2101,,"900 REINHARDT ST
BALTIMORE, MD"
8073379,P202183224,08/05/2020 06:42:00 PM,Low,SE,GAMBLING,600 BLK N CURLEY ST,21205,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,,"600 BLK N CURLEY ST
BALTIMORE, MD
(39.298315, -76.575898)"
8086192,P202214201,08/08/2020 11:11:00 PM,Low,NE,GAMBLING,5500 BLK CEDONIA AV,21206,Cedonia,Northeastern,441,2,D4,Cedonia/Frankford,Census Tract 2601.02,,"5500 BLK CEDONIA AV
BALTIMORE, MD
(39.333726, -76.532675)"
8080589,P202203124,08/07/2020 04:29:00 PM,Low,SW,GAMBLING,EDMONDSON VILLAGE SHOPPING CENTER,21229,Rognel Heights,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"EDMONDSON VILLAGE SHOPPING CENTER BALTIMORE, MD
(38.949001, -76.933007)"
8070277,P202173908,08/04/2020 10:47:00 PM,Low,NE,GAMBLING,5900 BLK BELLE VISTA AV,21206,Glenham-Belhar,Northeastern,425,2,D4,Hamilton,Census Tract 2704.01,,"5900 BLK BELLE VISTA AV
BALTIMORE, MD"
8069361,P202172806,08/04/2020 05:24:00 PM,Low,SD,GAMBLING,1000 BLK BETHUNE RD,21225,Cherry Hill,Southern,922,10,D7,Cherry Hill,Census Tract 2502.04,,"1000 BLK BETHUNE RD
BALTIMORE, MD"
8066468,P202163810,08/03/2020 10:43:00 PM,Low,NE,GAMBLING,WOODRING AV/HILLTOP AV,21234,North Harford Road,Northeastern,424,3,D4,Harford/Echodale,Census Tract 2705.01,,"WOODRING AV
BALTIMORE, MD"
8069901,P202173468,08/04/2020 08:26:00 PM,Low,CD,GAMBLING,1100 PENNSYLVANIA AV,21201,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,Central,"1100 PENNSYLVANIA AV
BALTIMORE, MD
(39.298892, -76.628949)"
8068601,P202172098,08/04/2020 02:15:00 PM,Low,NW,GAMBLING,5400 REISTERSTOWN RD,21215,Woodmere,Northwestern,623,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,,"5400 REISTERSTOWN RD
BALTIMORE, MD
(39.346255, -76.688269)"
8068810,P202172273,08/04/2020 03:16:00 PM,Low,SD,GAMBLING,W CROSS ST/CARROLL ST,21230,Washington Village/Pigtown,Southern,932,10,D7,Washington Village/Pigtown,Census Tract 2102,,"W CROSS ST
BALTIMORE, MD"
8065772,P202163025,08/03/2020 05:58:00 PM,Low,SW,GAMBLING,2400 FREDERICK AV,21223,Shipley Hill,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2004,Tri-District,"2400 FREDERICK AV
BALTIMORE, MD
(39.284176, -76.654607)"
8063089,P202160205,08/03/2020 12:44:00 AM,Low,CD,GAMBLING,300 BLK N EUTAW ST,21201,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,,"300 BLK N EUTAW ST
BALTIMORE, MD
(39.293031, -76.621163)"
8058899,P202143477,08/01/2020 08:50:00 PM,Low,SW,GAMBLING,N FOREST PARK AV/WINDSOR MILL RD,21207,Wakefield,Southwestern,821,8,D9,Dickeyville/Franklintown,Census Tract 2803.01,,"N FOREST PARK AV
BALTIMORE, MD"
8062412,P202153338,08/02/2020 09:27:00 PM,Low,SE,GAMBLING,500 BLK N GLOVER ST,21205,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,,"500 BLK N GLOVER ST
BALTIMORE, MD
(39.297164, -76.580034)"
8058206,P202142971,08/01/2020 06:12:00 PM,Low,WD,GAMBLING,1100 LAURENS ST,21217,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1100 LAURENS ST
BALTIMORE, MD
(39.303446, -76.63685)"
8063453,P202160487,08/03/2020 02:03:00 AM,Low,SE,GAMBLING,500 BLK N GLOVER ST,21205,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,,"500 BLK N GLOVER ST
BALTIMORE, MD
(39.297164, -76.580034)"
8062228,P202153080,08/02/2020 08:04:00 PM,Low,SE,GAMBLING,500 BLK N GLOVER ST,21205,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,,"500 BLK N GLOVER ST
BALTIMORE, MD
(39.297164, -76.580034)"
8055362,P202133988,07/31/2020 11:25:00 PM,Low,NE,GAMBLING,CLIFTON PARK TER,,,,,,,,,,"CLIFTON PARK TER BALTIMORE, MD
(39.001099, -76.992203)"
8053963,P202132250,07/31/2020 03:19:00 PM,Low,NE,GAMBLING,3100 LAWNVIEW AV,21213,Belair-Edison,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,,"3100 LAWNVIEW AV
BALTIMORE, MD
(39.320009, -76.575089)"
8051059,P202123257,07/30/2020 07:34:00 PM,Low,NE,GAMBLING,SHEFFIELD RD/FENWICK AV,21218,Hillen,Northeastern,412,3,D4,Northwood,Census Tract 2709.03,,"SHEFFIELD RD
BALTIMORE, MD"
8050260,P202122395,07/30/2020 03:52:00 PM,Low,NW,GAMBLING,DOLFIELD AV/AYRDALE AV,21215,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1511,,"DOLFIELD AV
BALTIMORE, MD"
8043852,P202103527,07/28/2020 09:27:00 PM,Low,CD,GAMBLING,1100 BLK MYRTLE AV,21201,Upton,Central,121,11,D8,Upton/Druid Heights,Census Tract 1703,Central,"1100 BLK MYRTLE AV
BALTIMORE, MD
(39.297182, -76.630379)"
8039970,P202093183,07/27/2020 08:30:00 PM,Low,CD,GAMBLING,1100 BLK MYRTLE AV,21201,Upton,Central,121,11,D8,Upton/Druid Heights,Census Tract 1703,Central,"1100 BLK MYRTLE AV
BALTIMORE, MD
(39.297182, -76.630379)"
8044353,P202103935,07/28/2020 11:49:00 PM,Low,NE,GAMBLING,2900 PELHAM AV,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,,"2900 PELHAM AV
BALTIMORE, MD
(39.32423, -76.57015)"
8047811,P202113749,07/29/2020 09:58:00 PM,Low,ED,GAMBLING,GREENMOUNT AV/E 0RD ST,21218,Barclay,Eastern,341,12,D5,Greater Charles Village/Barclay,Census Tract 908,,"E GREENMOUNT AV
BALTIMORE, MD"
8043916,P202103656,07/28/2020 10:13:00 PM,Low,ED,GAMBLING,400 BLK PITMAN PL,21202,Greenmount West,Eastern,311,12,D5,Midtown,Census Tract 1205,,"400 BLK PITMAN PL
BALTIMORE, MD
(39.308446, -76.610579)"
8040322,P202093469,07/27/2020 10:15:00 PM,Low,CD,GAMBLING,1100 BLK MYRTLE AV,21201,Upton,Central,121,11,D8,Upton/Druid Heights,Census Tract 1703,Central,"1100 BLK MYRTLE AV
BALTIMORE, MD
(39.297182, -76.630379)"
8029771,P202063555,07/24/2020 10:03:00 PM,Low,NE,GAMBLING,BELAIR RD/CLIFTON PARK TE,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.02,,"BELAIR RD
TE BALTIMORE, MD"
8033501,P202073702,07/25/2020 10:34:00 PM,Low,NE,GAMBLING,1500 KENNEWICK RD,21218,Ednor Gardens-Lakeside,Northeastern,412,14,D4,Northwood,Census Tract 902,,"1500 KENNEWICK RD
BALTIMORE, MD
(39.334593, -76.594153)"
8031482,P202071569,07/25/2020 11:15:00 AM,Low,NW,GAMBLING,3200 BLK CHELSEA TE,21216,Concerned Citizens Of Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1509,,"3200 BLK
CHELSEA TE BALTIMORE, MD"
8036222,P202082663,07/26/2020 06:13:00 PM,Low,NE,GAMBLING,3400 MARY AV,21214,Glenham-Belhar,Northeastern,425,3,D4,Hamilton,Census Tract 2704.02,,"3400 MARY AV
BALTIMORE, MD
(39.352417, -76.552465)"
8036370,P202082772,07/26/2020 06:54:00 PM,Low,ND,GAMBLING,700 MCKEWIN AV,21218,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"700 MCKEWIN AV
BALTIMORE, MD
(39.332812, -76.605521)"
8032935,P202073103,07/25/2020 07:23:00 PM,Low,SE,GAMBLING,600 N CURLEY ST,21205,Ellwood Park/Monument,Southeastern,224,13,D5,Madison/East End,Census Tract 701,,"600 N CURLEY ST
BALTIMORE, MD
(39.298315, -76.575898)"
8033380,P202073677,07/25/2020 10:26:00 PM,Low,NE,GAMBLING,1500 KENNEWICK RD,21218,Ednor Gardens-Lakeside,Northeastern,412,14,D4,Northwood,Census Tract 902,,"1500 KENNEWICK RD
BALTIMORE, MD
(39.334593, -76.594153)"
8014971,P202023491,07/20/2020 09:56:00 PM,Low,WD,GAMBLING,1500 BLK N WOODYEAR ST,21217,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1500 BLK N WOODYEAR ST
BALTIMORE, MD
(39.306522, -76.640839)"
8004726,P201994051,07/17/2020 11:23:00 PM,Low,ND,GAMBLING,OLD YORK RD/GORSUCH AV,21218,Better Waverly,Northern,513,14,D5,The Waverlies,Census Tract 905,,"OLD YORK RD
BALTIMORE, MD"
7999984,P201982961,07/16/2020 06:02:00 PM,Low,WD,GAMBLING,1600-06 N SMALLWOOD ST,21216,Coppin Heights/Ash-Co-East,Western,723,7,D9,Greater Rosemont,Census Tract 1503,Western,"1600 06 N SMALLWOOD ST
BALTIMORE, MD
(39.306561, -76.652511)"
7999809,P201982863,07/16/2020 05:41:00 PM,Low,ND,GAMBLING,400 BLK WHITRIDGE AV,21218,Harwood,Northern,513,12,D2,Greater Charles Village/Barclay,Census Tract 1203,,"400 BLK WHITRIDGE AV
BALTIMORE, MD
(39.321548, -76.610994)"
8008310,P202003777,07/18/2020 10:58:00 PM,Low,ND,GAMBLING,W 0TH ST/MILES AV,21211,Remington,Northern,511,12,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,,"W 0TH ST
BALTIMORE, MD"
8007793,P202003367,07/18/2020 08:36:00 PM,Low,ND,GAMBLING,700 BLK E 35TH ST,21218,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"700 BLK E 35TH ST
BALTIMORE, MD
(39.330635, -76.60584)"
8004485,P201993797,07/17/2020 09:36:00 PM,Low,NE,GAMBLING,4900-BL SCHAUB AV,21206,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2602.03,,"4900 BL SCHAUB AV
BALTIMORE, MD
(39.322311, -76.540194)"
8012125,P202020367,07/20/2020 02:05:00 AM,Low,NE,GAMBLING,3000 CLIFTON PARK TE,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,,"3000 CLIFTON PARK
TE BALTIMORE, MD
(39.321422, -76.575386)"
8002296,P201991471,07/17/2020 10:41:00 AM,Low,SD,GAMBLING,3800 WEST BAY AV,21225,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,Brooklyn,"3800 WEST BAY AV
BALTIMORE, MD
(39.23185, -76.595045)"
7994440,P201962120,07/14/2020 03:17:00 PM,Low,ND,GAMBLING,KIMBERLEIGH RD PARK PLAYGROUND,21212,Kenilworth Park,Northern,524,4,D2,Greater Govans,Census Tract 2710.02,,"KIMBERLEIGH RD PARK PLAYGROUND BALTIMORE, MD
(38.980598, -77.150299)"
7996529,P201973443,07/15/2020 07:40:00 PM,Low,SW,GAMBLING,800 ALLENDALE ST,21229,Edgewood,Southwestern,844,8,D9,Edmondson Village,Census Tract 1608.02,,"800 ALLENDALE ST
BALTIMORE, MD
(39.296606, -76.678469)"
7997636,P201980459,07/16/2020 02:32:00 AM,Low,NW,GAMBLING,3200 BLK CHELSEA TE,21216,Concerned Citizens Of Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1509,,"3200 BLK
CHELSEA TE BALTIMORE, MD"
7988269,P201942846,07/12/2020 06:57:00 PM,Low,ED,GAMBLING,1900 HOMEWOOD AV,21218,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,,"1900 HOMEWOOD AV
BALTIMORE, MD
(39.311983, -76.607177)"
7988395,P201943125,07/12/2020 08:26:00 PM,Low,NE,GAMBLING,2900 PELHAM AV,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,,"2900 PELHAM AV
BALTIMORE, MD
(39.32423, -76.57015)"
7984731,P201933141,07/11/2020 08:07:00 PM,Low,WD,GAMBLING,1400 N FULTON AV,21217,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,,"1400 N FULTON AV
BALTIMORE, MD
(39.304322, -76.646185)"
7984760,P201933067,07/11/2020 07:40:00 PM,Low,NE,GAMBLING,3200 ELMORA AV,21213,Four By Four,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,,"3200 ELMORA AV
BALTIMORE, MD
(39.315882, -76.578363)"
7985401,P201933760,07/11/2020 11:10:00 PM,Low,NE,GAMBLING,HARFORD RD/THE ALAMEDA,21218,Clifton Park,Northeastern,431,14,D5,Belair-Edison,Census Tract 906,,"HARFORD RD
ALAMEDA BALTIMORE, MD"
7985604,P201940028,07/12/2020 12:06:00 AM,Low,SW,GAMBLING,4500-4590 EDMONDSON AV,21229,Rognel Heights,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"4500 4590 EDMONDSON AV
BALTIMORE, MD
(39.293474, -76.692221)"
7985501,P201933919,07/11/2020 11:52:00 PM,Low,SW,GAMBLING,4500-4590 EDMONDSON AV,21229,Rognel Heights,Southwestern,822,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"4500 4590 EDMONDSON AV
BALTIMORE, MD
(39.293474, -76.692221)"
7984304,P201932590,07/11/2020 05:30:00 PM,Low,CD,GAMBLING,2000 BLK LINDEN AV,21217,Bolton Hill,Central,132,11,D2,Midtown,Census Tract 1302,,"2000 BLK LINDEN AV
BALTIMORE, MD"
7981932,P201930034,07/11/2020 12:07:00 AM,Low,NE,GAMBLING,4200 BLK SHELDON AV,21206,Belair-Parkside,Northeastern,442,3,D4,Lauraville,Census Tract 2602.02,Northeastern,"4200 BLK SHELDON AV
BALTIMORE, MD
(39.328574, -76.564668)"
7981556,P201923603,07/10/2020 09:29:00 PM,Low,WD,GAMBLING,1100 BLK LAURENS ST,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1501,Central,"1100 BLK LAURENS ST
BALTIMORE, MD"
7981409,P201923495,07/10/2020 08:56:00 PM,Low,WD,GAMBLING,1100 LAURENS ST,21217,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1100 LAURENS ST
BALTIMORE, MD
(39.303446, -76.63685)"
7981437,P201923536,07/10/2020 09:10:00 PM,Low,CD,GAMBLING,1100 BLK LAURENS ST,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1501,Central,"1100 BLK LAURENS ST
BALTIMORE, MD"
7981423,P201923512,07/10/2020 09:04:00 PM,Low,WD,GAMBLING,1100 LAURENS ST,21217,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1100 LAURENS ST
BALTIMORE, MD
(39.303446, -76.63685)"
7969863,P201892849,07/07/2020 05:52:00 PM,Low,CD,GAMBLING,1500 PENNSYLVANIA AV,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,"1500 PENNSYLVANIA AV
BALTIMORE, MD
(39.301922, -76.632707)"
7970463,P201893584,07/07/2020 09:41:00 PM,Low,NE,GAMBLING,4200 SHELDON AV,21206,Belair-Edison,Northeastern,442,2,D4,Cedonia/Frankford,Census Tract 2602.02,Northeastern,"4200 SHELDON AV
BALTIMORE, MD
(39.328574, -76.564668)"
7973756,P201903166,07/08/2020 07:42:00 PM,Low,WD,GAMBLING,1100 LAURENS ST,21217,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1100 LAURENS ST
BALTIMORE, MD
(39.303446, -76.63685)"
7974024,P201903455,07/08/2020 09:33:00 PM,Low,ED,GAMBLING,1200 N POTOMAC ST,21213,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.02,,"1200 N POTOMAC ST
BALTIMORE, MD
(39.305147, -76.575615)"
7962878,P201872748,07/05/2020 06:32:00 PM,Low,ND,GAMBLING,OLD YORK RD/E 0RD ST,21218,Waverly,Northern,543,14,D2,The Waverlies,Census Tract 903,,"E OLD YORK RD
BALTIMORE, MD"
7962808,P201872768,07/05/2020 06:38:00 PM,Low,NE,GAMBLING,3100 LAWNVIEW AV,21213,Belair-Edison,Northeastern,434,13,D5,Belair-Edison,Census Tract 801.02,,"3100 LAWNVIEW AV
BALTIMORE, MD
(39.320009, -76.575089)"
7962833,P201872785,07/05/2020 06:42:00 PM,Low,NE,GAMBLING,1300 LIMIT AV,21239,Idlewood,Northeastern,414,4,D3,Loch Raven,,,"1300 LIMIT AV
BALTIMORE, MD
(39.371913, -76.590247)"
7948028,P201833350,07/01/2020 08:24:00 PM,Low,SW,GAMBLING,DICKEY HILL RD/TUCKER LN,21207,Wakefield,Southwestern,821,8,D9,Dickeyville/Franklintown,Census Tract 2803.01,,"DICKEY HILL RD
BALTIMORE, MD"
7954377,P201852291,07/03/2020 03:02:00 PM,Low,NE,GAMBLING,2900 PELHAM AV,21213,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,,"2900 PELHAM AV
BALTIMORE, MD
(39.32423, -76.57015)"
7954348,P201852274,07/03/2020 02:57:00 PM,Low,NE,GAMBLING,3800 BLK LYNDALE AV,21213,Belair-Edison,Northeastern,432,13,D6,Belair-Edison,Census Tract 2603.02,,"3800 BLK LYNDALE AV
BALTIMORE, MD"
7960330,P201864394,07/04/2020 11:54:00 PM,Low,NW,GAMBLING,3300 AVONDALE AV,21215,Pimlico Good Neighbors,Northwestern,633,5,D1,Pimlico/Arlington/Hilltop,Census Tract 2717,,"3300 AVONDALE AV
BALTIMORE, MD
(39.352356, -76.678746)"
7951241,P201842749,07/02/2020 07:01:00 PM,Low,CD,GAMBLING,500 ORCHARD ST,21201,Seton Hill,Central,143,11,D8,Downtown/Seton Hill,Census Tract 1701,,"500 ORCHARD ST
BALTIMORE, MD
(39.297687, -76.623513)"
7943621,P201822613,06/30/2020 04:53:00 PM,Low,NE,GAMBLING,5200-BLK SAYBROOK RD,21206,Cedonia,Northeastern,441,2,D6,Claremont/Armistead,Census Tract 2604.03,,"5200 BLK SAYBROOK RD
BALTIMORE, MD
(39.327843, -76.530248)"
7944249,P201823369,06/30/2020 08:06:00 PM,Low,NE,GAMBLING,MAPLE SHADE DR/CHERRY BLOSSOM PL,21213,Orchard Ridge,Northeastern,433,13,D6,Claremont/Armistead,Census Tract 2603.03,,"MAPLE SHADE DR
BALTIMORE, MD"
7948378,P201833739,07/01/2020 10:03:00 PM,Low,NE,GAMBLING,4200 SHELDON AV,21206,Belair-Edison,Northeastern,442,2,D4,Cedonia/Frankford,Census Tract 2602.02,Northeastern,"4200 SHELDON AV
BALTIMORE, MD
(39.328574, -76.564668)"
7947606,P201832855,07/01/2020 06:12:00 PM,Low,CD,GAMBLING,1500 PENNSYLVANIA AV,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,"1500 PENNSYLVANIA AV
BALTIMORE, MD
(39.301922, -76.632707)"
7943201,P201822146,06/30/2020 02:48:00 PM,Low,NW,GAMBLING,3900 NORFOLK AV,21216,Concerned Citizens Of Forest Park,Northwestern,642,6,D9,Forest Park/Walbrook,Census Tract 1509,,"3900 NORFOLK AV
BALTIMORE, MD
(39.324455, -76.6838)"
7940012,P201812702,06/29/2020 05:19:00 PM,Low,CD,GAMBLING,1500-06 PENNSYLVANIA AV,21217,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,"1500 06 PENNSYLVANIA AV
BALTIMORE, MD
(39.301922, -76.632707)"
7947666,P201832981,07/01/2020 06:48:00 PM,Low,NE,GAMBLING,1500 BLK STONEWOOD RD,21239,Stonewood-Pentwood-Winston,Northeastern,413,3,D4,Northwood,Census Tract 2709.02,,"1500 BLK STONEWOOD RD
BALTIMORE, MD
(39.349341, -76.59062)"
7955770,P201853686,07/03/2020 09:33:00 PM,Low,ND,GAMBLING,500 WINSTON AV,21212,Winston-Govans,Northern,524,4,D2,Greater Govans,Census Tract 2710.02,,"500 WINSTON AV
BALTIMORE, MD
(39.350103, -76.609164)"
7952162,P201850080,07/03/2020 12:20:00 AM,Low,NE,GAMBLING,REGINALD LEWIS HGH SCHOOL,21214,Hamilton Hills,Northeastern,423,3,D3,Harford/Echodale,Census Tract 2707.02,,"REGINALD LEWIS HGH SCHOOL BALTIMORE, MD"
7952150,P201850208,07/03/2020 12:58:00 AM,Low,ED,GAMBLING,1200 N POTOMAC ST,21213,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.02,,"1200 N POTOMAC ST
BALTIMORE, MD
(39.305147, -76.575615)"
7944616,P201823783,06/30/2020 10:09:00 PM,Low,WD,GAMBLING,2300 WINCHESTER ST,21216,Bridgeview/Greenlawn,Western,723,9,D9,Greater Rosemont,Census Tract 1605,,"2300 WINCHESTER ST
BALTIMORE, MD
(39.30174, -76.653621)"
7951015,P201842456,07/02/2020 05:28:00 PM,Low,WD,GAMBLING,2400 WINCHESTER ST,21216,Bridgeview/Greenlawn,Western,723,9,D9,Greater Rosemont,Census Tract 1605,,"2400 WINCHESTER ST
BALTIMORE, MD
(39.301589, -76.656323)"
